,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
266,1.555311107635498,0.021619744282163667,0.012720584869384766,0.00055691863101504,0.6,0.1,1.5,7,5,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 1.5, 'max_depth': 7, 'min_child_weight': 5, 'subsample': 1.0}",-8.656384042183097,-6.897890496320938,-8.5200666451356,-7.6642190165250685,-6.815693064480599,-7.710850652929061,0.7763053195927387,229
267,1.375689935684204,0.015104887534049847,0.013146162033081055,0.001974171122563257,0.6,0.1,1.5,7,10,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 1.5, 'max_depth': 7, 'min_child_weight': 10, 'subsample': 0.6}",-8.738513198330539,-7.1015102875905525,-8.275406473632396,-7.837674985975078,-6.8839301300876405,-7.767407015123242,0.6971367318923349,544
268,1.75638689994812,0.3054978934643867,0.0163576602935791,0.005603006106714417,0.6,0.1,1.5,7,10,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 1.5, 'max_depth': 7, 'min_child_weight': 10, 'subsample': 0.8}",-8.362048698627442,-7.13051319425089,-8.484992809618413,-8.098624068097806,-6.954852480169376,-7.806206250152786,0.6382138432450707,721
269,1.489599609375,0.009265578670466073,0.01197819709777832,0.0002965307784348444,0.6,0.1,1.5,7,10,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 1.5, 'max_depth': 7, 'min_child_weight': 10, 'subsample': 1.0}",-8.590031068907132,-6.791638242362435,-8.358387424757696,-7.7974584697074665,-6.985022431141597,-7.704507527375265,0.7171247974670308,199
270,0.8209720611572265,0.004769536525998962,0.011790800094604491,0.0001964976675844632,0.6,0.1,2,3,1,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.6}",-8.382317040575305,-7.030314662605672,-8.723584741423892,-7.9676450436209,-7.0013196150190895,-7.821036220648972,0.6997571055792412,784
271,0.8289589881896973,0.0063160794686468675,0.011789274215698243,0.0002814530831481942,0.6,0.1,2,3,1,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.8}",-8.678415743600969,-7.047627996571461,-8.361201469513949,-8.50704826672671,-6.883057591558268,-7.895470213594271,0.7678219537100017,1156
272,0.8100786685943604,0.007534044243696481,0.011441802978515625,5.1937308155206255e-05,0.6,0.1,2,3,1,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 1.0}",-8.402077005760075,-7.131485050750109,-8.205500961898727,-8.051634668809088,-7.204174433645398,-7.7989744241726795,0.527667099860499,691
273,0.7959654331207275,0.008237149154410888,0.011841487884521485,0.00037870560206015175,0.6,0.1,2,3,5,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.6}",-8.422534890292743,-7.182757885352577,-8.290209340394075,-7.818789104068979,-7.0095766538694395,-7.7447735747955635,0.5689841863305964,400
274,0.8160133361816406,0.008135152581086616,0.012073326110839843,0.000278827828071701,0.6,0.1,2,3,5,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.8}",-8.372680977360565,-6.955115443565989,-8.293862702742837,-8.11183041929874,-6.6694612836169265,-7.680590165317011,0.7196882993682513,94
275,0.8016011238098144,0.006775005515718266,0.011593437194824219,9.336632287860038e-05,0.6,0.1,2,3,5,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 1.0}",-8.320072223918816,-7.164647112311306,-8.360539730149565,-8.06087011474301,-6.856473580123475,-7.752520552249234,0.6221538444854018,460
276,0.7823113918304443,0.010349714669062477,0.012267303466796876,0.001287329811968869,0.6,0.1,2,3,10,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.6}",-8.38724099967655,-6.7739494829327676,-8.360577290243116,-8.06899354406042,-7.042620740533522,-7.726676411489275,0.6827851316288439,289
277,0.7961365222930908,0.00582259711432397,0.011550569534301757,0.00022263442660474798,0.6,0.1,2,3,10,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.8}",-8.41798556347055,-7.106539891457324,-8.207863439013735,-7.89777576497582,-6.820119519904978,-7.690056835764482,0.6226450067830643,136
278,0.788298225402832,0.006701125944275422,0.01195216178894043,0.0005038623202921899,0.6,0.1,2,3,10,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 1.0}",-8.395397986939596,-6.820508187656865,-8.338135728386545,-7.882818945481352,-6.868409065552983,-7.661053982803469,0.6901715299642102,43
279,1.1971216678619385,0.012299618724253558,0.011969804763793945,0.0003342246851447316,0.6,0.1,2,5,1,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",-8.673464619839995,-7.073597406860755,-8.140504188985707,-7.97818747461867,-6.874833431894328,-7.748117424439892,0.6753916225074331,430
280,1.225388765335083,0.01305393785544439,0.012117576599121094,0.000353925146136251,0.6,0.1,2,5,1,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",-8.977861225074063,-7.131797859673465,-8.491025424756831,-8.342022597437442,-7.219986865613368,-8.032538794511032,0.730917174645788,1336
281,1.2192691326141358,0.01551346282782499,0.012558984756469726,0.0007582726110698082,0.6,0.1,2,5,1,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",-8.626454849887656,-7.032380621343266,-8.377808038941462,-7.794187772485188,-7.311528166689951,-7.828471889869505,0.6067478109758313,838
282,1.1619227886199952,0.014556642488221843,0.012477827072143555,0.000779368628406456,0.6,0.1,2,5,5,0.6,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",-9.08176626098267,-7.137577401217284,-8.376856263689392,-7.730833331038686,-6.8428941637143685,-7.833985484128481,0.8160333498600671,859
283,1.1807375431060791,0.006511464879477113,0.011836481094360352,0.00010369321498045096,0.6,0.1,2,5,5,0.8,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",-8.603612825320422,-7.178205262404043,-8.391097808429379,-7.888743293110556,-6.938529368454068,-7.800037711543693,0.6529664465849622,709
284,1.1806540012359619,0.01291065391631728,0.012139368057250976,0.00039941405469419607,0.6,0.1,2,5,5,1.0,"{'colsample_bytree': 0.6, 'eta': 0.1, 'gamma': 2, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",-8.637015926187408,-7.099470194110067,-8.458569206621643,-7.883628686190572,-6.639905717926784,-7.743717946207295,0.7696785331681165,397
